Calculation1,Max Highlight Label,Compared to 2010,Min,Max,Country of Origin,County/District,Guests,Mo,Month,Nights,Number of Records,State,Year
7,,-100%,7,7,Litauen,Steglitz-Zehlendorf,7,6,Jun,22,1,Berlin,2014
11,,-100%,11,11,Luxemburg,Steglitz-Zehlendorf,11,6,Jun,27,1,Berlin,2014
19,,-100%,19,19,Mittelamerika und Karibik,Steglitz-Zehlendorf,19,6,Jun,28,1,Berlin,2014
11,,-100%,11,11,Neuseeland und Ozeanien,Steglitz-Zehlendorf,11,6,Jun,41,1,Berlin,2014
114,,-100%,114,114,Niederlande,Steglitz-Zehlendorf,114,6,Jun,265,1,Berlin,2014
30,,-100%,30,30,Norwegen,Steglitz-Zehlendorf,30,6,Jun,73,1,Berlin,2014
87,,-100%,87,87,Ohne Angaben des Wohnsitzes,Steglitz-Zehlendorf,87,6,Jun,204,1,Berlin,2014
159,,-100%,159,159,Österreich,Steglitz-Zehlendorf,159,6,Jun,348,1,Berlin,2014
135,,-100%,135,135,Polen,Steglitz-Zehlendorf,135,6,Jun,309,1,Berlin,2014
10,,-100%,10,10,Portugal,Steglitz-Zehlendorf,10,6,Jun,41,1,Berlin,2014
10,,-100%,10,10,Rumänien,Steglitz-Zehlendorf,10,6,Jun,44,1,Berlin,2014
75,,-100%,75,75,Russische Föderation,Steglitz-Zehlendorf,75,6,Jun,224,1,Berlin,2014
51,,-100%,51,51,Schweden,Steglitz-Zehlendorf,51,6,Jun,100,1,Berlin,2014
146,,-100%,146,146,Schweiz,Steglitz-Zehlendorf,146,6,Jun,430,1,Berlin,2014
15,,-100%,15,15,Slowakische Republik,Steglitz-Zehlendorf,15,6,Jun,27,1,Berlin,2014
4,,-100%,4,4,Slowenien,Steglitz-Zehlendorf,4,6,Jun,11,1,Berlin,2014
44,,-100%,44,44,Sonstige afrikanische Länder,Steglitz-Zehlendorf,44,6,Jun,172,1,Berlin,2014
77,,-100%,77,77,Sonstige asiatische Länder,Steglitz-Zehlendorf,77,6,Jun,257,1,Berlin,2014
75,,-100%,75,75,Sonstige europäische Länder,Steglitz-Zehlendorf,75,6,Jun,190,1,Berlin,2014
51,,-100%,51,51,Sonstige nordamerikanische Länder,Steglitz-Zehlendorf,51,6,Jun,161,1,Berlin,2014
19,,-100%,19,19,Sonstige südamerikanische Länder,Steglitz-Zehlendorf,19,6,Jun,38,1,Berlin,2014
70,,-100%,70,70,Spanien,Steglitz-Zehlendorf,70,6,Jun,217,1,Berlin,2014
6,,-100%,6,6,Südafrika,Steglitz-Zehlendorf,6,6,Jun,36,1,Berlin,2014
6,,-100%,6,6,Taiwan,Steglitz-Zehlendorf,6,6,Jun,16,1,Berlin,2014
182,,-100%,182,182,Tschechische Republik,Steglitz-Zehlendorf,182,6,Jun,397,1,Berlin,2014
64,,-100%,64,64,Türkei,Steglitz-Zehlendorf,64,6,Jun,491,1,Berlin,2014
36,,-100%,36,36,Ukraine,Steglitz-Zehlendorf,36,6,Jun,228,1,Berlin,2014
22,,-100%,22,22,Ungarn,Steglitz-Zehlendorf,22,6,Jun,64,1,Berlin,2014
138,,-100%,138,138,Vereinigte Staaten,Steglitz-Zehlendorf,138,6,Jun,643,1,Berlin,2014
215,,-100%,215,215,Vereinigtes Königreich,Steglitz-Zehlendorf,215,6,Jun,481,1,Berlin,2014
286,,-100%,286,286,Arabische Golfstaaten,Tempelhof-Schöneberg,286,6,Jun,891,1,Berlin,2014
20292,,-100%,20292,20292,Ausland,Tempelhof-Schöneberg,20292,6,Jun,57136,1,Berlin,2014
214,,-100%,214,214,Australien,Tempelhof-Schöneberg,214,6,Jun,730,1,Berlin,2014
356,,-100%,356,356,Belgien,Tempelhof-Schöneberg,356,6,Jun,956,1,Berlin,2014
249,,-100%,249,249,Brasilien,Tempelhof-Schöneberg,249,6,Jun,744,1,Berlin,2014
58,,-100%,58,58,Bulgarien,Tempelhof-Schöneberg,58,6,Jun,124,1,Berlin,2014
323,,-100%,323,323,China und Hongkong,Tempelhof-Schöneberg,323,6,Jun,848,1,Berlin,2014
894,,-100%,894,894,Dänemark,Tempelhof-Schöneberg,894,6,Jun,2449,1,Berlin,2014
44678,,-100%,44678,44678,Deutschland,Tempelhof-Schöneberg,44678,6,Jun,99721,1,Berlin,2014
44678,,-100%,44678,44678,Deutschland,Tempelhof-Schöneberg,44678,6,Jun,99721,1,Berlin,2014
32,,-100%,32,32,Estland,Tempelhof-Schöneberg,32,6,Jun,88,1,Berlin,2014
563,,-100%,563,563,Finnland,Tempelhof-Schöneberg,563,6,Jun,1698,1,Berlin,2014
944,,-100%,944,944,Frankreich,Tempelhof-Schöneberg,944,6,Jun,2670,1,Berlin,2014
122,,-100%,122,122,Griechenland,Tempelhof-Schöneberg,122,6,Jun,371,1,Berlin,2014
65,,-100%,65,65,Indien,Tempelhof-Schöneberg,65,6,Jun,195,1,Berlin,2014
110,,-100%,110,110,Irland,Tempelhof-Schöneberg,110,6,Jun,319,1,Berlin,2014
48,,-100%,48,48,Island,Tempelhof-Schöneberg,48,6,Jun,118,1,Berlin,2014
958,,-100%,958,958,Israel,Tempelhof-Schöneberg,958,6,Jun,3326,1,Berlin,2014
961,,-100%,961,961,Italien,Tempelhof-Schöneberg,961,6,Jun,3005,1,Berlin,2014
177,,-100%,177,177,Japan,Tempelhof-Schöneberg,177,6,Jun,495,1,Berlin,2014
216,,-100%,216,216,Kanada,Tempelhof-Schöneberg,216,6,Jun,678,1,Berlin,2014
71,,-100%,71,71,Korean. Republik,Tempelhof-Schöneberg,71,6,Jun,173,1,Berlin,2014
47,,-100%,47,47,Kroatien,Tempelhof-Schöneberg,47,6,Jun,155,1,Berlin,2014
48,,-100%,48,48,Lettland,Tempelhof-Schöneberg,48,6,Jun,78,1,Berlin,2014
80,,-100%,80,80,Litauen,Tempelhof-Schöneberg,80,6,Jun,186,1,Berlin,2014
76,,-100%,76,76,Luxemburg,Tempelhof-Schöneberg,76,6,Jun,217,1,Berlin,2014
30,,-100%,30,30,Malta,Tempelhof-Schöneberg,30,6,Jun,151,1,Berlin,2014
128,,-100%,128,128,Mittelamerika und Karibik,Tempelhof-Schöneberg,128,6,Jun,362,1,Berlin,2014
101,,-100%,101,101,Neuseeland und Ozeanien,Tempelhof-Schöneberg,101,6,Jun,357,1,Berlin,2014
1233,,-100%,1233,1233,Niederlande,Tempelhof-Schöneberg,1233,6,Jun,3736,1,Berlin,2014
450,,-100%,450,450,Norwegen,Tempelhof-Schöneberg,450,6,Jun,1374,1,Berlin,2014
424,,-100%,424,424,Ohne Angaben des Wohnsitzes,Tempelhof-Schöneberg,424,6,Jun,1132,1,Berlin,2014
815,,-100%,815,815,Österreich,Tempelhof-Schöneberg,815,6,Jun,2095,1,Berlin,2014
1188,,-100%,1188,1188,Polen,Tempelhof-Schöneberg,1188,6,Jun,2396,1,Berlin,2014
55,,-100%,55,55,Portugal,Tempelhof-Schöneberg,55,6,Jun,192,1,Berlin,2014
61,,-100%,61,61,Rumänien,Tempelhof-Schöneberg,61,6,Jun,165,1,Berlin,2014
883,,-100%,883,883,Russische Föderation,Tempelhof-Schöneberg,883,6,Jun,2565,1,Berlin,2014
994,,-100%,994,994,Schweden,Tempelhof-Schöneberg,994,6,Jun,2708,1,Berlin,2014
1124,,-100%,1124,1124,Schweiz,Tempelhof-Schöneberg,1124,6,Jun,3081,1,Berlin,2014
59,,-100%,59,59,Slowakische Republik,Tempelhof-Schöneberg,59,6,Jun,147,1,Berlin,2014
22,,-100%,22,22,Slowenien,Tempelhof-Schöneberg,22,6,Jun,55,1,Berlin,2014
65,,-100%,65,65,Sonstige afrikanische Länder,Tempelhof-Schöneberg,65,6,Jun,307,1,Berlin,2014
302,,-100%,302,302,Sonstige asiatische Länder,Tempelhof-Schöneberg,302,6,Jun,969,1,Berlin,2014
309,,-100%,309,309,Sonstige europäische Länder,Tempelhof-Schöneberg,309,6,Jun,677,1,Berlin,2014
324,,-100%,324,324,Sonstige südamerikanische Länder,Tempelhof-Schöneberg,324,6,Jun,878,1,Berlin,2014
553,,-100%,553,553,Spanien,Tempelhof-Schöneberg,553,6,Jun,1754,1,Berlin,2014
52,,-100%,52,52,Südafrika,Tempelhof-Schöneberg,52,6,Jun,209,1,Berlin,2014
36,,-100%,36,36,Taiwan,Tempelhof-Schöneberg,36,6,Jun,100,1,Berlin,2014
163,,-100%,163,163,Tschechische Republik,Tempelhof-Schöneberg,163,6,Jun,369,1,Berlin,2014
233,,-100%,233,233,Türkei,Tempelhof-Schöneberg,233,6,Jun,737,1,Berlin,2014
62,,-100%,62,62,Ukraine,Tempelhof-Schöneberg,62,6,Jun,137,1,Berlin,2014
153,,-100%,153,153,Ungarn,Tempelhof-Schöneberg,153,6,Jun,353,1,Berlin,2014
1420,,-100%,1420,1420,Vereinigte Staaten,Tempelhof-Schöneberg,1420,6,Jun,3785,1,Berlin,2014
2151,,-100%,2151,2151,Vereinigtes Königreich,Tempelhof-Schöneberg,2151,6,Jun,5825,1,Berlin,2014
4,,-100%,4,4,Zypern,Tempelhof-Schöneberg,4,6,Jun,6,1,Berlin,2014
9,,-100%,9,9,Arabische Golfstaaten,Treptow-Köpenick,9,6,Jun,16,1,Berlin,2014
6343,,-100%,6343,6343,Ausland,Treptow-Köpenick,6343,6,Jun,15271,1,Berlin,2014
42,,-100%,42,42,Australien,Treptow-Köpenick,42,6,Jun,231,1,Berlin,2014
113,,-100%,113,113,Belgien,Treptow-Köpenick,113,6,Jun,205,1,Berlin,2014
23,,-100%,23,23,Brasilien,Treptow-Köpenick,23,6,Jun,49,1,Berlin,2014
16,,-100%,16,16,Bulgarien,Treptow-Köpenick,16,6,Jun,57,1,Berlin,2014
163,,-100%,163,163,China und Hongkong,Treptow-Köpenick,163,6,Jun,437,1,Berlin,2014
280,,-100%,280,280,Dänemark,Treptow-Köpenick,280,6,Jun,468,1,Berlin,2014
22707,,-100%,22707,22707,Deutschland,Treptow-Köpenick,22707,6,Jun,50033,1,Berlin,2014
22707,,-100%,22707,22707,Deutschland,Treptow-Köpenick,22707,6,Jun,50033,1,Berlin,2014
24,,-100%,24,24,Estland,Treptow-Köpenick,24,6,Jun,31,1,Berlin,2014
34,,-100%,34,34,Finnland,Treptow-Köpenick,34,6,Jun,85,1,Berlin,2014
201,,-100%,201,201,Frankreich,Treptow-Köpenick,201,6,Jun,449,1,Berlin,2014
26,,-100%,26,26,Griechenland,Treptow-Köpenick,26,6,Jun,51,1,Berlin,2014
22,,-100%,22,22,Indien,Treptow-Köpenick,22,6,Jun,54,1,Berlin,2014
31,,-100%,31,31,Irland,Treptow-Köpenick,31,6,Jun,49,1,Berlin,2014
13,,-100%,13,13,Island,Treptow-Köpenick,13,6,Jun,20,1,Berlin,2014
211,,-100%,211,211,Israel,Treptow-Köpenick,211,6,Jun,965,1,Berlin,2014
245,,-100%,245,245,Italien,Treptow-Köpenick,245,6,Jun,509,1,Berlin,2014
42,,-100%,42,42,Japan,Treptow-Köpenick,42,6,Jun,79,1,Berlin,2014
26,,-100%,26,26,Kanada,Treptow-Köpenick,26,6,Jun,80,1,Berlin,2014
12,,-100%,12,12,Korean. Republik,Treptow-Köpenick,12,6,Jun,28,1,Berlin,2014
5,,-100%,5,5,Kroatien,Treptow-Köpenick,5,6,Jun,7,1,Berlin,2014
32,,-100%,32,32,Lettland,Treptow-Köpenick,32,6,Jun,57,1,Berlin,2014
29,,-100%,29,29,Litauen,Treptow-Köpenick,29,6,Jun,47,1,Berlin,2014
7,,-100%,7,7,Luxemburg,Treptow-Köpenick,7,6,Jun,12,1,Berlin,2014
9,,-100%,9,9,Mittelamerika und Karibik,Treptow-Köpenick,9,6,Jun,12,1,Berlin,2014
12,,-100%,12,12,Neuseeland und Ozeanien,Treptow-Köpenick,12,6,Jun,30,1,Berlin,2014
465,,-100%,465,465,Niederlande,Treptow-Köpenick,465,6,Jun,1491,1,Berlin,2014
116,,-100%,116,116,Norwegen,Treptow-Köpenick,116,6,Jun,185,1,Berlin,2014
229,,-100%,229,229,Ohne Angaben des Wohnsitzes,Treptow-Köpenick,229,6,Jun,414,1,Berlin,2014
280,,-100%,280,280,Österreich,Treptow-Köpenick,280,6,Jun,803,1,Berlin,2014
639,,-100%,639,639,Polen,Treptow-Köpenick,639,6,Jun,1119,1,Berlin,2014
10,,-100%,10,10,Portugal,Treptow-Köpenick,10,6,Jun,20,1,Berlin,2014
15,,-100%,15,15,Rumänien,Treptow-Köpenick,15,6,Jun,49,1,Berlin,2014
386,,-100%,386,386,Russische Föderation,Treptow-Köpenick,386,6,Jun,1090,1,Berlin,2014
89,,-100%,89,89,Schweden,Treptow-Köpenick,89,6,Jun,148,1,Berlin,2014
280,,-100%,280,280,Schweiz,Treptow-Köpenick,280,6,Jun,829,1,Berlin,2014
21,,-100%,21,21,Slowakische Republik,Treptow-Köpenick,21,6,Jun,50,1,Berlin,2014
24,,-100%,24,24,Slowenien,Treptow-Köpenick,24,6,Jun,56,1,Berlin,2014
9,,-100%,9,9,Sonstige afrikanische Länder,Treptow-Köpenick,9,6,Jun,13,1,Berlin,2014
52,,-100%,52,52,Sonstige asiatische Länder,Treptow-Köpenick,52,6,Jun,680,1,Berlin,2014
64,,-100%,64,64,Sonstige europäische Länder,Treptow-Köpenick,64,6,Jun,215,1,Berlin,2014
53,,-100%,53,53,Sonstige nordamerikanische Länder,Treptow-Köpenick,53,6,Jun,90,1,Berlin,2014
27,,-100%,27,27,Sonstige südamerikanische Länder,Treptow-Köpenick,27,6,Jun,159,1,Berlin,2014
110,,-100%,110,110,Spanien,Treptow-Köpenick,110,6,Jun,210,1,Berlin,2014
25,,-100%,25,25,Südafrika,Treptow-Köpenick,25,6,Jun,166,1,Berlin,2014
1,,-100%,1,1,Taiwan,Treptow-Köpenick,1,6,Jun,8,1,Berlin,2014
109,,-100%,109,109,Tschechische Republik,Treptow-Köpenick,109,6,Jun,213,1,Berlin,2014
24,,-100%,24,24,Türkei,Treptow-Köpenick,24,6,Jun,60,1,Berlin,2014
38,,-100%,38,38,Ukraine,Treptow-Köpenick,38,6,Jun,80,1,Berlin,2014
22,,-100%,22,22,Ungarn,Treptow-Köpenick,22,6,Jun,56,1,Berlin,2014
616,,-100%,616,616,Vereinigte Staaten,Treptow-Köpenick,616,6,Jun,1432,1,Berlin,2014
1011,,-100%,1011,1011,Vereinigtes Königreich,Treptow-Köpenick,1011,6,Jun,1604,1,Berlin,2014
1,,-100%,1,1,Zypern,Treptow-Köpenick,1,6,Jun,3,1,Berlin,2014
818,,-100%,818,818,Arabische Golfstaaten,Charlottenburg-Wilmersdorf,818,7,Jul,3974,1,Berlin,2014
97345,,-99%,97345,97345,Ausland,Charlottenburg-Wilmersdorf,97345,7,Jul,285292,1,Berlin,2014
1230,,-100%,1230,1230,Australien,Charlottenburg-Wilmersdorf,1230,7,Jul,3981,1,Berlin,2014
2158,,-100%,2158,2158,Belgien,Charlottenburg-Wilmersdorf,2158,7,Jul,6099,1,Berlin,2014
1057,,-100%,1057,1057,Brasilien,Charlottenburg-Wilmersdorf,1057,7,Jul,3726,1,Berlin,2014
178,,-100%,178,178,Bulgarien,Charlottenburg-Wilmersdorf,178,7,Jul,436,1,Berlin,2014
1643,,-100%,1643,1643,China und Hongkong,Charlottenburg-Wilmersdorf,1643,7,Jul,4500,1,Berlin,2014
10675,,-100%,10675,10675,Dänemark,Charlottenburg-Wilmersdorf,10675,7,Jul,32860,1,Berlin,2014
125104,,-99%,125104,125104,Deutschland,Charlottenburg-Wilmersdorf,125104,7,Jul,296056,1,Berlin,2014
125104,,-99%,125104,125104,Deutschland,Charlottenburg-Wilmersdorf,125104,7,Jul,296056,1,Berlin,2014
307,,-100%,307,307,Estland,Charlottenburg-Wilmersdorf,307,7,Jul,797,1,Berlin,2014
2505,,-100%,2505,2505,Finnland,Charlottenburg-Wilmersdorf,2505,7,Jul,8178,1,Berlin,2014
3285,,-100%,3285,3285,Frankreich,Charlottenburg-Wilmersdorf,3285,7,Jul,10255,1,Berlin,2014
365,,-100%,365,365,Griechenland,Charlottenburg-Wilmersdorf,365,7,Jul,1347,1,Berlin,2014
264,,-100%,264,264,Indien,Charlottenburg-Wilmersdorf,264,7,Jul,1108,1,Berlin,2014
556,,-100%,556,556,Irland,Charlottenburg-Wilmersdorf,556,7,Jul,1501,1,Berlin,2014
143,,-100%,143,143,Island,Charlottenburg-Wilmersdorf,143,7,Jul,519,1,Berlin,2014
3423,,-100%,3423,3423,Israel,Charlottenburg-Wilmersdorf,3423,7,Jul,13767,1,Berlin,2014
4359,,-100%,4359,4359,Italien,Charlottenburg-Wilmersdorf,4359,7,Jul,14196,1,Berlin,2014
763,,-100%,763,763,Japan,Charlottenburg-Wilmersdorf,763,7,Jul,1925,1,Berlin,2014
837,,-100%,837,837,Kanada,Charlottenburg-Wilmersdorf,837,7,Jul,2405,1,Berlin,2014
418,,-100%,418,418,Korean. Republik,Charlottenburg-Wilmersdorf,418,7,Jul,1012,1,Berlin,2014
132,,-100%,132,132,Kroatien,Charlottenburg-Wilmersdorf,132,7,Jul,390,1,Berlin,2014
510,,-100%,510,510,Lettland,Charlottenburg-Wilmersdorf,510,7,Jul,1079,1,Berlin,2014
362,,-100%,362,362,Litauen,Charlottenburg-Wilmersdorf,362,7,Jul,697,1,Berlin,2014
323,,-100%,323,323,Luxemburg,Charlottenburg-Wilmersdorf,323,7,Jul,847,1,Berlin,2014
25,,-100%,25,25,Malta,Charlottenburg-Wilmersdorf,25,7,Jul,79,1,Berlin,2014
589,,-100%,589,589,Mittelamerika und Karibik,Charlottenburg-Wilmersdorf,589,7,Jul,1729,1,Berlin,2014
203,,-100%,203,203,Neuseeland und Ozeanien,Charlottenburg-Wilmersdorf,203,7,Jul,548,1,Berlin,2014
6032,,-100%,6032,6032,Niederlande,Charlottenburg-Wilmersdorf,6032,7,Jul,17337,1,Berlin,2014
3446,,-100%,3446,3446,Norwegen,Charlottenburg-Wilmersdorf,3446,7,Jul,10279,1,Berlin,2014
3252,,-100%,3252,3252,Ohne Angaben des Wohnsitzes,Charlottenburg-Wilmersdorf,3252,7,Jul,8336,1,Berlin,2014
3827,,-100%,3827,3827,Österreich,Charlottenburg-Wilmersdorf,3827,7,Jul,9731,1,Berlin,2014
3750,,-100%,3750,3750,Polen,Charlottenburg-Wilmersdorf,3750,7,Jul,8037,1,Berlin,2014
344,,-100%,344,344,Portugal,Charlottenburg-Wilmersdorf,344,7,Jul,1008,1,Berlin,2014
239,,-100%,239,239,Rumänien,Charlottenburg-Wilmersdorf,239,7,Jul,701,1,Berlin,2014
4991,,-100%,4991,4991,Russische Föderation,Charlottenburg-Wilmersdorf,4991,7,Jul,13839,1,Berlin,2014
6048,,-100%,6048,6048,Schweden,Charlottenburg-Wilmersdorf,6048,7,Jul,16114,1,Berlin,2014
4607,,-100%,4607,4607,Schweiz,Charlottenburg-Wilmersdorf,4607,7,Jul,12630,1,Berlin,2014
101,,-100%,101,101,Slowakische Republik,Charlottenburg-Wilmersdorf,101,7,Jul,251,1,Berlin,2014
103,,-100%,103,103,Slowenien,Charlottenburg-Wilmersdorf,103,7,Jul,378,1,Berlin,2014
283,,-100%,283,283,Sonstige afrikanische Länder,Charlottenburg-Wilmersdorf,283,7,Jul,1350,1,Berlin,2014
1336,,-100%,1336,1336,Sonstige asiatische Länder,Charlottenburg-Wilmersdorf,1336,7,Jul,4528,1,Berlin,2014
1007,,-100%,1007,1007,Sonstige europäische Länder,Charlottenburg-Wilmersdorf,1007,7,Jul,3025,1,Berlin,2014
144,,-100%,144,144,Sonstige nordamerikanische Länder,Charlottenburg-Wilmersdorf,144,7,Jul,478,1,Berlin,2014
1117,,-100%,1117,1117,Sonstige südamerikanische Länder,Charlottenburg-Wilmersdorf,1117,7,Jul,3539,1,Berlin,2014
4418,,-100%,4418,4418,Spanien,Charlottenburg-Wilmersdorf,4418,7,Jul,12670,1,Berlin,2014
107,,-100%,107,107,Südafrika,Charlottenburg-Wilmersdorf,107,7,Jul,396,1,Berlin,2014
297,,-100%,297,297,Taiwan,Charlottenburg-Wilmersdorf,297,7,Jul,886,1,Berlin,2014
694,,-100%,694,694,Tschechische Republik,Charlottenburg-Wilmersdorf,694,7,Jul,1567,1,Berlin,2014
640,,-100%,640,640,Türkei,Charlottenburg-Wilmersdorf,640,7,Jul,1675,1,Berlin,2014
352,,-100%,352,352,Ukraine,Charlottenburg-Wilmersdorf,352,7,Jul,949,1,Berlin,2014
474,,-100%,474,474,Ungarn,Charlottenburg-Wilmersdorf,474,7,Jul,1525,1,Berlin,2014
6718,,-100%,6718,6718,Vereinigte Staaten,Charlottenburg-Wilmersdorf,6718,7,Jul,19733,1,Berlin,2014
5847,,-100%,5847,5847,Vereinigtes Königreich,Charlottenburg-Wilmersdorf,5847,7,Jul,16187,1,Berlin,2014
43,,-100%,43,43,Zypern,Charlottenburg-Wilmersdorf,43,7,Jul,188,1,Berlin,2014
124,,-100%,124,124,Arabische Golfstaaten,Friedrichshain-Kreuzberg,124,7,Jul,381,1,Berlin,2014
64883,,-99%,64883,64883,Ausland,Friedrichshain-Kreuzberg,64883,7,Jul,174425,1,Berlin,2014
3249,,-100%,3249,3249,Australien,Friedrichshain-Kreuzberg,3249,7,Jul,8000,1,Berlin,2014
1333,,-100%,1333,1333,Belgien,Friedrichshain-Kreuzberg,1333,7,Jul,3749,1,Berlin,2014
906,,-100%,906,906,Brasilien,Friedrichshain-Kreuzberg,906,7,Jul,2692,1,Berlin,2014
161,,-100%,161,161,Bulgarien,Friedrichshain-Kreuzberg,161,7,Jul,345,1,Berlin,2014
642,,-100%,642,642,China und Hongkong,Friedrichshain-Kreuzberg,642,7,Jul,1413,1,Berlin,2014
4222,,-100%,4222,4222,Dänemark,Friedrichshain-Kreuzberg,4222,7,Jul,11905,1,Berlin,2014
83180,,-99%,83180,83180,Deutschland,Friedrichshain-Kreuzberg,83180,7,Jul,206392,1,Berlin,2014
83180,,-99%,83180,83180,Deutschland,Friedrichshain-Kreuzberg,83180,7,Jul,206392,1,Berlin,2014
114,,-100%,114,114,Estland,Friedrichshain-Kreuzberg,114,7,Jul,278,1,Berlin,2014
1092,,-100%,1092,1092,Finnland,Friedrichshain-Kreuzberg,1092,7,Jul,3215,1,Berlin,2014
3542,,-100%,3542,3542,Frankreich,Friedrichshain-Kreuzberg,3542,7,Jul,10371,1,Berlin,2014
192,,-100%,192,192,Griechenland,Friedrichshain-Kreuzberg,192,7,Jul,555,1,Berlin,2014
195,,-100%,195,195,Indien,Friedrichshain-Kreuzberg,195,7,Jul,532,1,Berlin,2014
1111,,-100%,1111,1111,Irland,Friedrichshain-Kreuzberg,1111,7,Jul,2678,1,Berlin,2014
78,,-100%,78,78,Island,Friedrichshain-Kreuzberg,78,7,Jul,293,1,Berlin,2014
1187,,-100%,1187,1187,Israel,Friedrichshain-Kreuzberg,1187,7,Jul,4898,1,Berlin,2014
4050,,-100%,4050,4050,Italien,Friedrichshain-Kreuzberg,4050,7,Jul,12116,1,Berlin,2014
292,,-100%,292,292,Japan,Friedrichshain-Kreuzberg,292,7,Jul,699,1,Berlin,2014
861,,-100%,861,861,Kanada,Friedrichshain-Kreuzberg,861,7,Jul,2176,1,Berlin,2014
222,,-100%,222,222,Korean. Republik,Friedrichshain-Kreuzberg,222,7,Jul,553,1,Berlin,2014
65,,-100%,65,65,Kroatien,Friedrichshain-Kreuzberg,65,7,Jul,130,1,Berlin,2014
102,,-100%,102,102,Lettland,Friedrichshain-Kreuzberg,102,7,Jul,272,1,Berlin,2014
135,,-100%,135,135,Litauen,Friedrichshain-Kreuzberg,135,7,Jul,409,1,Berlin,2014
181,,-100%,181,181,Luxemburg,Friedrichshain-Kreuzberg,181,7,Jul,406,1,Berlin,2014
58,,-100%,58,58,Malta,Friedrichshain-Kreuzberg,58,7,Jul,225,1,Berlin,2014
494,,-100%,494,494,Mittelamerika und Karibik,Friedrichshain-Kreuzberg,494,7,Jul,1261,1,Berlin,2014
227,,-100%,227,227,Neuseeland und Ozeanien,Friedrichshain-Kreuzberg,227,7,Jul,592,1,Berlin,2014
4480,,-100%,4480,4480,Niederlande,Friedrichshain-Kreuzberg,4480,7,Jul,11784,1,Berlin,2014
1200,,-100%,1200,1200,Norwegen,Friedrichshain-Kreuzberg,1200,7,Jul,3292,1,Berlin,2014
1566,,-100%,1566,1566,Ohne Angaben des Wohnsitzes,Friedrichshain-Kreuzberg,1566,7,Jul,3781,1,Berlin,2014
1741,,-100%,1741,1741,Österreich,Friedrichshain-Kreuzberg,1741,7,Jul,4464,1,Berlin,2014
1724,,-100%,1724,1724,Polen,Friedrichshain-Kreuzberg,1724,7,Jul,3430,1,Berlin,2014
336,,-100%,336,336,Portugal,Friedrichshain-Kreuzberg,336,7,Jul,977,1,Berlin,2014
173,,-100%,173,173,Rumänien,Friedrichshain-Kreuzberg,173,7,Jul,498,1,Berlin,2014
902,,-100%,902,902,Russische Föderation,Friedrichshain-Kreuzberg,902,7,Jul,2044,1,Berlin,2014
2996,,-100%,2996,2996,Schweden,Friedrichshain-Kreuzberg,2996,7,Jul,8081,1,Berlin,2014
2888,,-100%,2888,2888,Schweiz,Friedrichshain-Kreuzberg,2888,7,Jul,7741,1,Berlin,2014
108,,-100%,108,108,Slowakische Republik,Friedrichshain-Kreuzberg,108,7,Jul,264,1,Berlin,2014
99,,-100%,99,99,Slowenien,Friedrichshain-Kreuzberg,99,7,Jul,296,1,Berlin,2014
284,,-100%,284,284,Sonstige afrikanische Länder,Friedrichshain-Kreuzberg,284,7,Jul,635,1,Berlin,2014
505,,-100%,505,505,Sonstige asiatische Länder,Friedrichshain-Kreuzberg,505,7,Jul,2174,1,Berlin,2014
910,,-100%,910,910,Sonstige europäische Länder,Friedrichshain-Kreuzberg,910,7,Jul,1846,1,Berlin,2014
129,,-100%,129,129,Sonstige nordamerikanische Länder,Friedrichshain-Kreuzberg,129,7,Jul,322,1,Berlin,2014
823,,-100%,823,823,Sonstige südamerikanische Länder,Friedrichshain-Kreuzberg,823,7,Jul,2234,1,Berlin,2014
4747,,-100%,4747,4747,Spanien,Friedrichshain-Kreuzberg,4747,7,Jul,13924,1,Berlin,2014
90,,-100%,90,90,Südafrika,Friedrichshain-Kreuzberg,90,7,Jul,246,1,Berlin,2014
100,,-100%,100,100,Taiwan,Friedrichshain-Kreuzberg,100,7,Jul,245,1,Berlin,2014
428,,-100%,428,428,Tschechische Republik,Friedrichshain-Kreuzberg,428,7,Jul,831,1,Berlin,2014
423,,-100%,423,423,Türkei,Friedrichshain-Kreuzberg,423,7,Jul,911,1,Berlin,2014
143,,-100%,143,143,Ukraine,Friedrichshain-Kreuzberg,143,7,Jul,301,1,Berlin,2014
168,,-100%,168,168,Ungarn,Friedrichshain-Kreuzberg,168,7,Jul,368,1,Berlin,2014
4123,,-100%,4123,4123,Vereinigte Staaten,Friedrichshain-Kreuzberg,4123,7,Jul,10866,1,Berlin,2014
8948,,-100%,8948,8948,Vereinigtes Königreich,Friedrichshain-Kreuzberg,8948,7,Jul,22682,1,Berlin,2014
14,,-100%,14,14,Zypern,Friedrichshain-Kreuzberg,14,7,Jul,44,1,Berlin,2014
13,,-100%,13,13,Arabische Golfstaaten,Lichtenberg,13,7,Jul,46,1,Berlin,2014
13157,,-100%,13157,13157,Ausland,Lichtenberg,13157,7,Jul,31334,1,Berlin,2014
201,,-100%,201,201,Australien,Lichtenberg,201,7,Jul,524,1,Berlin,2014
162,,-100%,162,162,Belgien,Lichtenberg,162,7,Jul,523,1,Berlin,2014
85,,-100%,85,85,Brasilien,Lichtenberg,85,7,Jul,171,1,Berlin,2014
100,,-100%,100,100,Bulgarien,Lichtenberg,100,7,Jul,133,1,Berlin,2014
